iter	RMSE
137	0.01869655178
138	0.01869624853
139	0.01869545573
140	0.01869457891
141	0.01869372047
142	0.01869340358
143	0.01869297986
144	0.01869195211
145	0.01869176156
146	0.01869095053
147	0.01869041529
148	0.01868974305
149	0.01868919651
150	0.01868866019
151	0.01868839712
152	0.01868809099
153	0.01868778023
154	0.01868748424
155	0.01868696457
156	0.01868648646
157	0.01868600411
158	0.01868554812
159	0.01868500638
160	0.01868433248
161	0.01868394658
162	0.01868360598
163	0.01868312581
164	0.01868279997
165	0.01868215405
166	0.01868174211
167	0.01868089956
168	0.01868071312
169	0.01868025634
170	0.018679875
171	0.01867939362
172	0.01867880985
173	0.01867837933
174	0.01867776948
175	0.01867742
176	0.01867703644
177	0.01867681816
178	0.01867625623
179	0.01867558755
180	0.01867522229
181	0.01867498506
182	0.01867429353
183	0.0186736841
184	0.01867319429
185	0.01867280311
186	0.01867242245
187	0.01867214103
188	0.01867185758
189	0.01867138411
190	0.0186710764
191	0.01867044865
192	0.01866995831
193	0.01866957457
194	0.01866926487
195	0.01866901438
196	0.01866849018
197	0.01866822785
198	0.01866798053
199	0.01866760817
200	0.01866736489
201	0.01866687849
202	0.01866662896
203	0.01866605973
204	0.01866563344
205	0.01866524369
206	0.01866477926
207	0.01866430185
208	0.0186641037
209	0.01866377866
210	0.01866352219
211	0.01866319363
212	0.01866278342
213	0.01866246722
214	0.01866205864
215	0.01866184131
216	0.01866161007
217	0.01866123739
218	0.01866079367
219	0.01866034471
220	0.01865995394
221	0.0186592503
222	0.01865896442
223	0.01865845289
224	0.01865809514
225	0.01865789014
226	0.01865738257
227	0.01865708626
228	0.01865668739
229	0.01865644582
230	0.01865611742
231	0.01865573828
232	0.01865531986
233	0.01865486208
234	0.01865447444
235	0.01865413323
236	0.01865352146
237	0.01865329375
238	0.01865265883
239	0.01865233891
240	0.01865187266
241	0.01865157651
242	0.01865104469
243	0.01865092577
244	0.01865059707
245	0.01865038251
246	0.01864995227
247	0.01864962574
248	0.01864923664
249	0.01864890997
250	0.01864846651
251	0.01864810415
252	0.01864770598
253	0.01864740363
254	0.01864702893
255	0.01864676612
256	0.01864640478
257	0.01864618129
258	0.01864562661
259	0.01864540401
260	0.01864499984
261	0.0186445314
262	0.01864429883
263	0.01864409816
264	0.01864392302
265	0.01864364681
266	0.01864330129
267	0.01864306346
268	0.01864264309
269	0.01864226948
270	0.01864182786
271	0.01864160733
272	0.01864115489
273	0.01864087048
274	0.01864062647
275	0.01864044346
276	0.01864002133
277	0.01863967765
278	0.01863937639
279	0.01863885815
280	0.01863854297
281	0.01863823487
282	0.0186379435
283	0.01863778146
284	0.0186373287
285	0.01863721548
286	0.01863691596
287	0.01863668316
288	0.01863637398
289	0.01863590928
290	0.01863557225
291	0.01863517781
292	0.01863490899
293	0.01863462798
294	0.01863438521
295	0.01863390148
296	0.01863346373
297	0.01863308403
298	0.01863283989
299	0.01863255828
300	0.01863237662
301	0.01863190419
302	0.01863154895
303	0.01863115795
304	0.01863095982
305	0.0186306665
306	0.01863045131
307	0.0186302418
308	0.01863005395
309	0.01862976718
310	0.01862934699
311	0.01862901726
312	0.01862863305
313	0.01862836703
314	0.01862812372
315	0.01862779309
316	0.01862757178
317	0.01862736439
318	0.01862719141
319	0.01862701424
320	0.01862681098
321	0.01862650863
322	0.01862616196
323	0.01862584854
324	0.01862540663
325	0.01862526338
326	0.01862508185
327	0.0186245882
328	0.01862438616
329	0.01862415412
330	0.01862373446
331	0.01862343033
332	0.01862324003
333	0.0186228957
334	0.01862249213
335	0.01862215942
336	0.01862189489
337	0.0186216109
338	0.01862128907
339	0.01862107267
340	0.01862075085
341	0.01862035659
342	0.01862012226
343	0.01861975543
344	0.01861941113
345	0.01861911454
346	0.01861875438
347	0.01861849596
348	0.01861838725
349	0.01861798813
350	0.01861754524
351	0.01861721343
352	0.01861678498
353	0.01861658231
354	0.01861628328
355	0.01861584729
356	0.01861558275
357	0.01861529567
358	0.01861483679
359	0.01861466743
360	0.01861429412
361	0.01861390555
362	0.01861364662
363	0.01861349648
364	0.01861302104
365	0.01861283422
366	0.01861244211
367	0.01861211787
368	0.01861167983
369	0.01861140739
370	0.0186112443
371	0.01861099389
372	0.01861065484
373	0.01861030882
374	0.0186101129
375	0.01860986508
376	0.01860946752
377	0.01860925421
378	0.01860906445
379	0.01860881747
380	0.01860856158
381	0.01860834857
382	0.01860820055
383	0.01860790514
384	0.0186077669
385	0.01860749005
386	0.01860702566
387	0.01860667962
388	0.0186064266
389	0.01860627756
390	0.01860612074
391	0.01860579308
392	0.01860547271
393	0.01860522402
394	0.01860499171
395	0.01860485902
396	0.01860463962
397	0.01860451213
398	0.01860425219
399	0.01860385798
400	0.01860352327
401	0.01860321984
402	0.01860282569
403	0.01860255843
404	0.01860237085
405	0.01860217026
406	0.01860192305
407	0.01860154176
408	0.01860133815
409	0.01860104763
410	0.0186008706
411	0.01860061795
412	0.01860029813
413	0.01860002224
414	0.01859967389
415	0.01859950245
416	0.01859926354
417	0.01859861805
418	0.01859834123
419	0.01859808727
420	0.01859788431
421	0.01859742642
422	0.01859723421
423	0.018597109
424	0.01859692196
425	0.01859659695
426	0.01859640759
427	0.01859618268
428	0.01859592646
429	0.01859558532
430	0.01859523918
431	0.01859495615
432	0.0185947325
433	0.01859436542
434	0.01859401976
435	0.01859369174
436	0.01859341385
437	0.0185932737
438	0.01859286691
439	0.01859270127
440	0.01859244549
441	0.01859211675
442	0.01859176474
443	0.01859156663
444	0.01859136054
445	0.01859113542
446	0.01859091944
447	0.01859061569
448	0.01859037313
449	0.01859011279
450	0.01858982314
451	0.01858958864
452	0.01858929403
453	0.01858907388
454	0.01858886866
455	0.01858863172
456	0.01858839011
457	0.01858816319
458	0.01858789513
459	0.01858748798
460	0.01858727772
461	0.01858698366
462	0.01858674439
463	0.0185864511
464	0.01858625448
465	0.01858605039
466	0.01858575557
467	0.01858547131
468	0.01858510603
469	0.01858494031
470	0.01858465443
471	0.01858432605
472	0.01858421326
473	0.0185838352
474	0.01858361207
475	0.01858337729
476	0.01858311287
477	0.0185829092
478	0.01858274325
479	0.0185824907
480	0.01858227952
481	0.01858212756
482	0.01858192368
483	0.01858168541
484	0.01858137092
485	0.01858122943
486	0.01858085153
487	0.01858064016
488	0.01858046567
489	0.0185802418
490	0.0185799644
491	0.01857970793
492	0.01857959107
493	0.01857920282
494	0.01857900338
495	0.01857884577
496	0.01857857255
497	0.01857829111
498	0.01857797452
499	0.01857764803
500	0.01857751754
501	0.01857727902
502	0.01857708423
503	0.01857680787
504	0.01857642311
505	0.01857612225
506	0.01857596818
507	0.01857567609
508	0.01857524009
509	0.01857497542
510	0.01857464796
511	0.01857432361
512	0.01857391971
513	0.01857365866
514	0.01857326635
515	0.01857302434
516	0.01857268429
517	0.01857239237
518	0.01857205083
519	0.01857183306
520	0.01857138779
521	0.01857112191
522	0.01857082307
523	0.01857057664
524	0.01857036179
525	0.01857006231
526	0.01856974328
527	0.0185694664
528	0.01856933044
529	0.0185690456
530	0.0185688339
531	0.01856850727
532	0.01856824928
533	0.01856796245
534	0.01856762815
535	0.01856739608
536	0.01856702822
537	0.01856688676
538	0.01856678329
539	0.0185664731
540	0.01856610786
541	0.01856592128
542	0.01856580913
543	0.0185654623
544	0.01856529504
545	0.01856501841
546	0.01856476525
547	0.0185646652
548	0.0185645022
549	0.01856415984
550	0.01856396845
551	0.01856367783
552	0.01856350516
553	0.01856316482
554	0.01856288955
555	0.01856270983
556	0.01856239336
557	0.01856220709
558	0.01856193508
559	0.01856171872
560	0.01856159172
561	0.01856140101
562	0.01856107578
563	0.01856070253
564	0.01856046167
565	0.01856030958
566	0.0185600104
567	0.01855962305
568	0.01855935758
569	0.01855920629
570	0.01855899738
571	0.01855880497
572	0.01855842005
573	0.01855825758
574	0.01855781287
575	0.01855765128
576	0.01855732314
577	0.01855701257
578	0.01855680224
579	0.01855662108
580	0.01855627951
581	0.01855606909
582	0.01855583288
583	0.01855543831
584	0.0185552746
585	0.01855482186
586	0.01855453091
587	0.01855446418
588	0.01855421132
589	0.01855389425
590	0.01855361387
591	0.01855356288
592	0.01855344691
593	0.01855309351
594	0.01855283928
595	0.0185526341
596	0.0185524689
597	0.0185522653
598	0.01855189832
599	0.01855160819
600	0.01855143354
601	0.0185509938
602	0.01855076731
603	0.01855060062
604	0.01855031599
605	0.01855014906
606	0.01854985607
607	0.01854952433
608	0.01854918775
609	0.01854898115
610	0.01854888037
611	0.01854867656
612	0.01854841055
613	0.01854818836
614	0.01854786849
615	0.01854759691
616	0.01854736511
617	0.0185470472
618	0.01854681407
619	0.01854656219
620	0.01854632042
621	0.01854623709
622	0.01854596661
623	0.01854566507
624	0.01854546887
625	0.01854524153
626	0.01854490438
627	0.01854472394
628	0.01854452903
629	0.01854440128
630	0.01854417365
631	0.01854373941
632	0.01854353356
633	0.01854330975
634	0.01854310269
635	0.01854279406
636	0.0185424287
637	0.01854217962
638	0.01854198807
639	0.01854162706
640	0.01854145715
641	0.01854118022
642	0.01854086215
643	0.01854059405
644	0.0185403432
645	0.01854015616
646	0.01853980196
647	0.01853952376
648	0.01853942216
649	0.01853926146
650	0.01853899345
651	0.01853878086
652	0.01853854502
653	0.01853823667
654	0.01853803181
655	0.01853782891
656	0.01853773502
657	0.01853731261
658	0.01853696909
659	0.01853667112
660	0.01853636708
661	0.01853615668
662	0.01853591639
663	0.01853581765
664	0.0185355338
665	0.01853526409
666	0.01853496812
667	0.01853479653
668	0.01853449393
669	0.01853414115
670	0.01853401055
671	0.01853380493
672	0.01853357419
673	0.01853329434
674	0.01853308222
675	0.01853287189
676	0.01853248391
677	0.01853223346
678	0.01853195049
679	0.01853168393
680	0.01853145343
681	0.01853114047
682	0.01853097353
683	0.01853061639
684	0.0185304325
685	0.01853020296
686	0.01852994641
687	0.01852977398
688	0.01852956997
689	0.01852942661
690	0.0185292436
691	0.01852907767
692	0.01852869221
693	0.01852839893
694	0.01852811622
695	0.01852787487
696	0.01852764547
697	0.01852734186
698	0.0185270543
699	0.0185267826
700	0.01852652473
701	0.01852617973
702	0.01852593424
703	0.01852570676
704	0.01852542195
705	0.01852517244
706	0.01852486784
707	0.01852464927
708	0.01852429634
709	0.01852411756
710	0.01852382868
711	0.01852358018
712	0.01852327551
713	0.01852314893
714	0.0185227615
715	0.01852244402
716	0.01852207592
717	0.01852174409
718	0.01852146999
719	0.01852122612
720	0.01852103177
721	0.01852084907
722	0.0185206146
723	0.01852051492
724	0.0185202294
725	0.01851993471
726	0.01851955844
727	0.01851933517
728	0.01851918766
729	0.01851892795
730	0.01851864905
731	0.01851842077
732	0.01851825776
733	0.01851802671
734	0.01851794547
735	0.01851764521
736	0.01851733551
737	0.01851711336
738	0.01851682862
739	0.01851655488
740	0.01851635048
741	0.01851606603
742	0.01851570585
743	0.01851537494
744	0.0185149629
745	0.01851474971
746	0.01851442774
747	0.01851409697
748	0.01851382229
749	0.01851374009
750	0.01851349784
751	0.01851327957
752	0.01851296397
753	0.01851272379
754	0.01851257105
755	0.01851243374
756	0.01851208914
757	0.01851181798
758	0.01851156917
759	0.01851139889
760	0.01851096346
761	0.01851071183
762	0.01851040462
763	0.01851020835
764	0.01851007862
765	0.01850983479
766	0.01850959826
767	0.01850925762
768	0.01850898902
769	0.01850872305
770	0.01850856061
771	0.01850839108
772	0.01850808228
773	0.01850785093
774	0.01850759883
775	0.01850730625
776	0.01850718496
777	0.01850688528
778	0.01850654246
779	0.01850645258
780	0.01850629382
781	0.01850612797
782	0.01850602995
783	0.01850570369
784	0.01850554321
785	0.01850523332
786	0.01850511847
787	0.01850486686
788	0.01850458708
789	0.0185043495
790	0.01850409455
791	0.01850376662
792	0.01850365654
793	0.01850345473
794	0.01850319275
795	0.01850294796
796	0.01850267103
797	0.01850241361
798	0.01850219942
799	0.01850210151
800	0.01850183024
801	0.01850151573
802	0.01850127108
803	0.01850093631
804	0.01850084654
805	0.01850059842
806	0.01850038795
807	0.01850004328
808	0.01849970209
809	0.0184995545
810	0.01849930298
811	0.01849917247
812	0.0184988648
813	0.01849852783
814	0.01849833185
815	0.01849806264
816	0.01849782552
817	0.01849758495
818	0.01849733901
819	0.01849705669
820	0.01849683873
821	0.01849634381
822	0.01849600439
823	0.01849572168
824	0.01849537304
825	0.01849510952
826	0.01849488632
827	0.01849457668
828	0.01849428724
829	0.01849408196
830	0.0184938058
831	0.01849364161
832	0.0184934035
833	0.01849322081
834	0.01849294564
835	0.01849277174
836	0.01849249535
837	0.01849223398
838	0.01849189469
839	0.01849165136
840	0.01849143132
841	0.01849114908
842	0.01849101565
843	0.01849072971
844	0.01849062825
845	0.01849038231
846	0.01849010963
847	0.01848985843
848	0.01848957718
849	0.01848935902
850	0.018489126
851	0.01848896239
852	0.01848876837
853	0.01848857131
854	0.0184883185
855	0.01848820519
856	0.01848800474
857	0.01848772493
858	0.01848743491
859	0.01848713967
860	0.01848694555
861	0.01848668721
862	0.0184863698
863	0.01848608802
864	0.01848581038
865	0.01848556204
866	0.01848538132
867	0.01848513093
868	0.01848504546
869	0.01848474388
870	0.01848453554
871	0.01848442635
872	0.01848416018
873	0.01848395307
874	0.01848372567
875	0.01848354164
876	0.01848336041
877	0.0184830586
878	0.01848289034
879	0.01848261257
880	0.0184824186
881	0.01848227972
882	0.01848194415
883	0.01848178156
884	0.01848155185
885	0.0184812859
886	0.01848101972
887	0.01848085344
888	0.01848071544
889	0.01848048791
890	0.01848036211
891	0.01848005535
892	0.01847979252
893	0.01847961648
894	0.01847930555
895	0.01847912184
896	0.01847889909
897	0.01847872123
898	0.01847846656
899	0.01847837294
900	0.01847806371
901	0.01847785829
902	0.01847770159
903	0.01847745213
904	0.01847720933
905	0.01847708048
906	0.01847680621
907	0.0184765446
908	0.01847639095
909	0.01847618076
910	0.01847590794
911	0.01847558548
912	0.01847545881
913	0.01847521069
914	0.01847504018
915	0.01847475427
916	0.01847444764
917	0.01847426339
918	0.01847410642
919	0.01847379968
920	0.01847349428
921	0.01847339187
922	0.01847323801
923	0.01847304213
924	0.01847276445
925	0.01847258442
926	0.01847228165
927	0.01847199668
928	0.01847188539
929	0.01847179063
930	0.01847160912
931	0.01847137859
932	0.01847114959
933	0.01847087768
934	0.01847066559
935	0.01847048321
936	0.01847030728
937	0.0184700407
938	0.01846982122
939	0.01846957987
940	0.01846944157
941	0.01846919856
942	0.01846903119
943	0.01846883306
944	0.01846850698
945	0.01846825187
946	0.01846788807
947	0.01846764796
948	0.01846753853
949	0.0184672537
950	0.0184670119
951	0.01846671967
952	0.01846659163
953	0.018466185
954	0.01846592629
955	0.01846573402
956	0.01846557098
957	0.01846536434
958	0.01846513696
959	0.01846493239
960	0.01846474582
961	0.01846456065
962	0.01846429204
963	0.01846413593
964	0.01846381946
965	0.01846363361
966	0.0184634719
967	0.01846329514
968	0.01846315581
969	0.01846298456
970	0.01846274801
971	0.0184625507
972	0.01846232333
973	0.01846202246
974	0.01846177284
975	0.01846148324
976	0.01846130602
977	0.01846116236
978	0.01846077732
979	0.01846062676
980	0.01846040111
981	0.01846014478
982	0.01845991155
983	0.01845963451
984	0.01845943631
985	0.01845916158
986	0.01845902098
987	0.01845885751
988	0.01845862218
989	0.01845839304
990	0.0184581347
991	0.0184579298
992	0.01845783575
993	0.01845766267
994	0.01845735605
995	0.01845708122
996	0.01845683176
997	0.01845660867
998	0.01845638378
999	0.0184561873
